ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
2102A,DM,Linkage,HBC SUPPORT,HBC,FORM,Report,MONTHLY,Home Based Care Support,Home Based Care,Form,District
2102A,DM,Linkage,HBC SUPPORT,HBC,FORM,Report,MONTHLY,Home Based Care Support,Home Based Care,Form,District
2102A,DM,Retention,TREAT ART,LINK DIACC,OFF DHO,Program Office or Location,MONTHLY,Treatment ART,Link To District Interfaith Aids Coordinating Committee For Treatment Adherence,District Health Office,District
2102A,DM,Retention,TREAT ART,LINK DIACC,PER COOR ART,Person,MONTHLY,Treatment ART,Link To District Interfaith Aids Coordinating Committee For Treatment Adherence,ART Coordinator,District
2102A,DM,Retention,TREAT ART,LINK DIACC,FORM,Report,MONTHLY,Treatment ART,Link To District Interfaith Aids Coordinating Committee For Treatment Adherence,Form,District
2102A,DM,Retention,DEFAULT,LINK DIACC,OFF DHO,Program Office or Location,MONTHLY,Defaulters,Link To District Interfaith Aids Coordinating Committee For Treatment Adherence,District Health Office,District
2102A,DM,Retention,DEFAULT,LINK DIACC,PER COOR ART,Person,MONTHLY,Defaulters,Link To District Interfaith Aids Coordinating Committee For Treatment Adherence,ART Coordinator,District
2102A,DM,Retention,DEFAULT,LINK DIACC,FORM,Report,MONTHLY,Defaulters,Link To District Interfaith Aids Coordinating Committee For Treatment Adherence,Form,District
2102A,DM,VMMC,MI,SENS,MI,NA,MI,Missing Information,Sensitization,Missing Information,District
2102A,DM,VMMC,MI,UPTAKE,MI,NA,MI,Missing Information,Increase Uptake/Demand Creation,Missing Information,District
2102A,DM,VMMC,SENS TARPOP,SENS,FORM,Report,MONTHLY,Sensitized By Target Population,Sensitization,Form,District
2102A,DM,PMTCT,MEETING PMTCT,MI,FORM,Report,MONTHLY,Number of meetings on PMTCT conducted,Missing Information,Form,District
2102A,DM,PMTCT,MEETING PMTCT TARPOP,MI,FORM,Report,MONTHLY,Number of meetings on PMTCT conducted with the target population,Missing Information,Form,District
2102A,DM,PMTCT,SENS PMTCT,MI,FORM,Report,MONTHLY,Sensitization on PMTCT,Missing Information,Form,District
2102A,DM,PMTCT,TREAT B+,MI,FORM,Report,MONTHLY,Treat B+,Missing Information,Form,District
2102A,DM,PMTCT,HIVEXPO CHILD HIVPOS,MI,FORM,Report,MONTHLY,Exposed Children HIV Positive,Missing Information,Form,District
2102A,DM,PMTCT,MEETING AWARE PMTCT,MI,FORM,Report,MONTHLY,Awareness Meetings Conducted on PMTCT,Missing Information,Form,District
2102A,DM,PMTCT,TEST HIVPOS MOTHER,MI,OFF DHO,Program Office or Location,MONTHLY,Mothers Tested HIV Positive,Missing Information,District Health Office,District
2102A,DM,PMTCT,TEST HIVPOS MOTHER,MI,PER COOR ART,Person,MONTHLY,Mothers Tested HIV Positive,Missing Information,ART Coordinator,District
2102A,DM,PMTCT,TREAT,MI,OFF DHO,Program Office or Location,MONTHLY,Patients Treated,Missing Information,District Health Office,District
2102A,DM,PMTCT,TREAT,MI,PER COOR ART,Person,MONTHLY,Patients Treated,Missing Information,ART Coordinator,District
2102A,DM,Resource targeting,NGOEXIST,LINK,PARTNER NGO,External Partner,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Non-governmental Organization,District
2102A,DM,Resource targeting,NGOEXIST,LINK,OFF MEUNIT,Program Office or Location,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Monitoring and Evaluation Unit,District
2102A,DM,Resource targeting,NGOEXIST,LINK,PARTNER NGO,External Partner,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Non-governmental Organization,District
2102A,DM,Resource targeting,NGOEXIST,LINK,PROPOSAL,,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Proposal,District
2102A,DM,Resource targeting,NGOEXIST,LINK,RPT PARTNER,External Partner,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Partner Report,District
2102A,DM,Performance management,INTERVENTION,PROGPERFORM,RPT,Report,QUARTERLY,Initiated on PMTCT,Program Performance,Report,District
2102A,DM,Performance management,RPTRATE,PROGPERFORM,RPT,Report,QUARTERLY,Reporting Rate,Program Performance,Report,District
2102A,DM,Program Efficiency,TEST HIV TARPOP,RESMOB,PER COOR HTC,Person,MONTHLY,Number of the target population tested for HIV,Resource Mobilization,HTC Coordinator,District
2102A,DM,Program Efficiency,TEST HIV TARPOP,PROGTARGET,PER COOR HTC,Person,MONTHLY,Number of the target population tested for HIV,Program Targeting,HTC Coordinator,District
2104A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2104A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,FORM LMIS,Report,MONTHLY,Drug Consumption,Drug Supply,LMIS Form,District
2104A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Supply,Drug Supply,Stock Card,District
2104A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,FORM LMIS,Report,MONTHLY,Drug Supply,Drug Supply,LMIS Form,District
2104A,DM,Drugs,DRUG EXPIRY,DRUG SUPPLY,OFF DRUG,Program Office or Location,MONTHLY,Drug Expiry,Drug Supply,Drug Store,District
2104A,DM,Drugs,DRUG EXPIRY,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Expiry,Drug Supply,Stock Card,District
2104A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,OFF DRUG,Program Office or Location,MONTHLY,Drug Consumption,Drug Supply,Drug Store,District
2104A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2104A,DM,HTC,TEST HIV,DRUG SUPPLY,REG CLNTDTA,Register,MONTHLY,Test HIV,Drug Supply,Client Data Register,District
2104A,DM,HTC,TEST HIV,DRUG SUPPLY,REG CLNTDTA,Register,MONTHLY,Test HIV,Drug Supply,Client Data Register,District
2104A,DM,HTC,TEST HIV,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Test HIV,Drug Supply,Stock Card,District
2104A,DM,HTC,TEST HIV,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Test HIV,Drug Supply,Stock Card,District
2104A,DM,HTC,TESTKIT,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Test Kits Used,Drug Supply,Stock Card,District
2104A,DM,HTC,TESTKIT,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Test Kits Used,Drug Supply,Stock Card,District
2104A,DM,HTC,TESTKIT,DRUG SUPPLY,REG CLNTDTA,Register,MONTHLY,Test Kits Used,Drug Supply,Client Data Register,District
2104A,DM,HTC,TESTKIT,DRUG SUPPLY,REG CLNTDTA,Register,MONTHLY,Test Kits Used,Drug Supply,Client Data Register,District
2104A,DM,HTC,TEST HIVPOS,DRUG SUPPLY,REG CLNTDTA,Register,MONTHLY,Test HIV Positive,Drug Supply,Client Data Register,District
2104A,DM,HTC,TEST HIVPOS,DRUG SUPPLY,REG CLNTDTA,Register,MONTHLY,Test HIV Positive,Drug Supply,Client Data Register,District
2104A,DM,HTC,TEST HIVPOS,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Test HIV Positive,Drug Supply,Stock Card,District
2104A,DM,HTC,TEST HIVPOS,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Test HIV Positive,Drug Supply,Stock Card,District
2104A,DM,Linkage,TEST CD4COUNT,DRUG EXPIRY,MI,NA,MI,Test CD4 Count,Drug Expiry,Missing Information,District
2104A,DM,PMTCT,DRUG CONSUMP,DRUG SUPPLY,REG DRUG,Register,MONTHLY,Drug Consumption,Drug Supply,Drug Register,District
2104A,DM,PMTCT,CASELOAD,DRUG SUPPLY,REG PATIENT,Register,ASNEED,Caseload,Drug Supply,Patient Register,District
2104A,DM,Resource targeting,POPULATION,PRIORITIZE RESOURCE,RPT LOCPOP,Report,ASNEED,Population,Resource Prioritization,Local Population Report,District
2104A,DM,Resource targeting,MORBIDITY,PRIORITIZE RESOURCE,RPT CONSUMP,Report,ASNEED,Morbidity,Resource Prioritization,Consumption report,District
2104A,DM,Performance management,PHARMSTATE,DRUG MANAGE,RPT LMIS,Report,QUARTERLY,State Of Pharmacy,Drug Management,LMIS Report,District
2104A,DM,Performance management,DRUG EXPIRY,DRUG MANAGE,RPT LMIS,Report,QUARTERLY,Drug Expiry,Drug Management,LMIS Report,District
2104A,DM,Performance management,DRUG MANAGE,DRUG MANAGE,RPT LMIS,Report,MONTHLY,Drug Management,Drug Management,LMIS Report,District
2104A,DM,Performance management,DRUG MANAGE,DRUG MANAGE,RPT FACILITY,Report,MONTHLY,Drug Management,Drug Management,Faciltiy Report,District
2104A,DM,Performance management,DRUG EXPIRY,DRUG MANAGE,RPT LMIS,Report,MONTHLY,Drug Expiry,Drug Management,LMIS Report,District
2104A,DM,Program Efficiency,DRUG CONSUMP,DRUG CONSUMP,RPT LMIS,Report,MONTHLY,Drug Consumption,Drug Consumption,LMIS Report,District
2104A,DM,Program Efficiency,DRUG CONSUMP,DRUG CONSUMP,RPT LMIS,Report,MONTHLY,Drug Consumption,Drug Consumption,LMIS Report,District
2104A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,RPT LMIS,Report,MONTHLY,Drug Supply,Drug Supply,LMIS Report,District
2104A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,RPT LMIS,Report,MONTHLY,Drug Supply,Drug Supply,LMIS Report,District
2104A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,RPT FACILITY,Report,MONTHLY,Drug Supply,Drug Supply,Faciltiy Report,District
2104A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,RPT FACILITY,Report,MONTHLY,Drug Supply,Drug Supply,Faciltiy Report,District
2104A,DM,Program Efficiency,DRUG CONSUMP,DRUG MANAGE,RPT LMIS,Report,MONTHLY,Drug Consumption,Drug Management,LMIS Report,District
2104A,DM,Program Efficiency,DRUG CONSUMP,DRUG MANAGE,RPT LMIS,Report,MONTHLY,Drug Consumption,Drug Management,LMIS Report,District
2104A,DM,Program Efficiency,DRUG SUPPLY,DRUG MANAGE,RPT LMIS,Report,MONTHLY,Drug Supply,Drug Management,LMIS Report,District
2104A,DM,Program Efficiency,DRUG SUPPLY,DRUG MANAGE,RPT LMIS,Report,MONTHLY,Drug Supply,Drug Management,LMIS Report,District
2105A,DM,Drugs,TREAT,DQ,RPT FACILITY,Report,QUARTERLY,Patients Treated,Data Quality Check,Faciltiy Report,District
2105A,DM,Drugs,TREAT,DQ,SUPPLYLIST,,QUARTERLY,Patients Treated,Data Quality Check,Supply List,District
2105A,DM,Drugs,DRUG EXPIRY,DRUG SUPPLY,PER PHARM AST,Person,ASNEED,Drug Expiry,Drug Supply,Pharmacy Assistant,District
2105A,DM,HTC,TEST HIVPOS,TREATINIT,REG,Register,MONTH Q,Test HIV Positive,Treatment Initiation,Register,District
2105A,DM,HTC,TEST HIVPOS,TREATINIT,SYS EDS,Electronic System,MONTH Q,Test HIV Positive,Treatment Initiation,Electronic Data System,District
2105A,DM,HTC,TEST HIVPOS,TREATINIT,RPT,Report,MONTH Q,Test HIV Positive,Treatment Initiation,Report,District
2105A,DM,HTC,TEST HIVPOS PLW,TREATINIT,REG,Register,MONTH Q,Number of pregnant and lactating women who tested HIV positive,Treatment Initiation,Register,District
2105A,DM,HTC,TEST HIVPOS PLW,TREATINIT,SYS EDS,Electronic System,MONTH Q,Number of pregnant and lactating women who tested HIV positive,Treatment Initiation,Electronic Data System,District
2105A,DM,HTC,TEST HIVPOS PLW,TREATINIT,RPT,Report,MONTH Q,Number of pregnant and lactating women who tested HIV positive,Treatment Initiation,Report,District
2105A,DM,HTC,TEST HIVPOS WOMEN,PROGPERFORM,REG,Register,QUARTERLY,Number of women who test HIV positive,Program Performance,Register,District
2105A,DM,HTC,TEST HIVPOS WOMEN,PROGPERFORM,RPT,Report,QUARTERLY,Number of women who test HIV positive,Program Performance,Report,District
2105A,DM,HTC,PREVALENCE,PROGPERFORM,REG,Register,QUARTERLY,Prevalence Rate HIV,Program Performance,Register,District
2105A,DM,HTC,PREVALENCE,PROGPERFORM,RPT,Report,QUARTERLY,Prevalence Rate HIV,Program Performance,Report,District
2105A,DM,Linkage,TEST HIVPOS INIT ART,ESCORT,RPT,Report,QUARTERLY,Number of individuals tested HIV positive who initiate treatment,Escort Patient To Services,Report,District
2105A,DM,Linkage,TEST HIVPOS INIT ART,ESCORT,CARD MAS,Patient Card,QUARTERLY,Number of individuals tested HIV positive who initiate treatment,Escort Patient To Services,Master Card,District
2105A,DM,Linkage,TREAT,ESCORT,RPT,Report,QUARTERLY,Patients Treated,Escort Patient To Services,Report,District
2105A,DM,Linkage,TREAT,ESCORT,CARD MAS,Patient Card,QUARTERLY,Patients Treated,Escort Patient To Services,Master Card,District
2105A,DM,Linkage,FOLLOWUP,ESCORT,RPT,Report,QUARTERLY,Default Followup,Escort Patient To Services,Report,District
2105A,DM,Linkage,FOLLOWUP,ESCORT,CARD MAS,Patient Card,QUARTERLY,Default Followup,Escort Patient To Services,Master Card,District
2105A,DM,Linkage,TEST TB,ESCORT,CARD MAS,Patient Card,QUARTERLY,Test TB,Escort Patient To Services,Master Card,District
2105A,DM,Linkage,TEST TB,ESCORT,RPT,Report,QUARTERLY,Test TB,Escort Patient To Services,Report,District
2105A,DM,Linkage,DEFAULT,REFER,RPT,Report,QUARTERLY,Defaulters,Referral,Report,District
2105A,DM,Linkage,DEFAULT,REFER,RPT,Report,QUARTERLY,Defaulters,Referral,Report,District
2105A,DM,Linkage,DEFAULT,REFER,CARD MAS,Patient Card,QUARTERLY,Defaulters,Referral,Master Card,District
2105A,DM,Linkage,DEFAULT,REFER,CARD MAS,Patient Card,QUARTERLY,Defaulters,Referral,Master Card,District
2105A,DM,Retention,DEFAULT,LINK EXPCLIENT,REG,Register,QUARTERLY,Defaulters,Link with an expert client,Register,District
2105A,DM,Retention,DEFAULT,LINK EXPCLIENT,RPT,Report,QUARTERLY,Defaulters,Link with an expert client,Report,District
2105A,DM,Retention,SEEK COUPLE,MALE,REG,Register,MONTH Q,Couples Seeking Service,Male Involvement,Register,District
2105A,DM,Retention,SEEK COUPLE,MALE,RPT,Report,MONTH Q,Couples Seeking Service,Male Involvement,Report,District
2105A,DM,PMTCT,TREAT MOTHERBABY,TREATINIT,REG ART,Register,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Anti-Retroviral Treatment Register,District
2105A,DM,PMTCT,TREAT MOTHERBABY,TREATINIT,REG HCC,Register,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Health Center Committee Register,District
2105A,DM,PMTCT,TREAT MOTHERBABY,TREATINIT,RPT,Report,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Report,District
2105A,DM,PMTCT,TREAT MOTHERBABY,TREATINIT,RPT FOLLOW,Report,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Exposed Follow up,District
2105A,DM,Resource targeting,DRUG CONSUMP,DRUG SUPPLY,MI,NA,QUARTERLY,Drug Consumption,Drug Supply,Missing Information,District
2105A,DM,Performance management,STAFF,STAFFING,SYS DATABASE,Electronic System,ASNEED,Staff Per Facility,Staffing/Workload,Database,District
2105A,DM,Performance management,SITE,STAFFING,SYS DATABASE,Electronic System,ASNEED,Sites Supported,Staffing/Workload,Database,District
2105A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,RPT,Report,ASNEED,Drug Supply,Drug Supply,Report,District
2105A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2105A,DM,Program Efficiency,DRUG EXPIRY,DRUG SUPPLY,RPT,Report,ASNEED,Drug Expiry,Drug Supply,Report,District
2105A,DM,Program Efficiency,DRUG EXPIRY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Expiry,Drug Supply,Stock Card,District
2107A,DM,HTC,TEST BLOOD,NONE,REG BLDDNR,Register,MONTHLY,Test Blood Donors,Not Transmitted,Blood Donor Register,District
2107A,DM,HTC,TEST BLOOD,NONE,CARD RESLOG,Patient Card,MONTHLY,Test Blood Donors,Not Transmitted,Results Log Sheet,District
2107A,DM,HTC,BLOODDONOR,NA,REG BLDDNR,Register,DAILY,Blood Donor,Not Available,Blood Donor Register,District
2107A,DM,Linkage,TEST HIVPOS,TEST,CARD RESLOG,Patient Card,MONTHLY,Test HIV Positive,Number of individuals tested,Results Log Sheet,District
2107A,DM,Linkage,TEST HIVPOS,TEST,CARD RESLOG,Patient Card,MONTHLY,Test HIV Positive,Number of individuals tested,Results Log Sheet,District
2107A,DM,Linkage,TEST HIVPOS,TEST,CARD RESLOG,Patient Card,MONTHLY,Test HIV Positive,Number of individuals tested,Results Log Sheet,District
2107A,DM,Linkage,CD4COUNT,TEST,CARD RESLOG,Patient Card,MONTHLY,CD4 Count,Number of individuals tested,Results Log Sheet,District
2107A,DM,Linkage,CD4COUNT,TEST,CARD RESLOG,Patient Card,MONTHLY,CD4 Count,Number of individuals tested,Results Log Sheet,District
2107A,DM,Linkage,CD4COUNT,TEST,CARD RESLOG,Patient Card,MONTHLY,CD4 Count,Number of individuals tested,Results Log Sheet,District
2107A,DM,Linkage,TEST HIVPOS,TEST,CARD STOCK,Register,MONTHLY,Test HIV Positive,Number of individuals tested,Stock Card,District
2107A,DM,Linkage,TEST HIVPOS,TEST,CARD STOCK,Register,MONTHLY,Test HIV Positive,Number of individuals tested,Stock Card,District
2107A,DM,Linkage,TEST HIVPOS,TEST,CARD STOCK,Register,MONTHLY,Test HIV Positive,Number of individuals tested,Stock Card,District
2107A,DM,Linkage,TEST HIVPOS,TREATINIT,REG CD4,Register,DAILY,Test HIV Positive,Treatment Initiation,CD4 Count Register,District
2107A,DM,Linkage,PREGNANT,TREATINIT,REG CD4,Register,DAILY,Target Population Pregnant Women,Treatment Initiation,CD4 Count Register,District
2107A,DM,Linkage,TEST CD4COUNT,TREATINIT,REG CD4,Register,DAILY,Test CD4 Count,Treatment Initiation,CD4 Count Register,District
2107A,DM,Linkage,TEST HIVPOS REFER,REFER,CARD RESLOG,Patient Card,MONTHLY,Test HIV Positive and Referred,Referral,Results Log Sheet,District
2107A,DM,Linkage,TEST VIRAL,TEST VIRAL,CARD RESLOG,Patient Card,DAILY,Test Viral Load,Test Viral Load,Results Log Sheet,District
2107A,DM,Linkage,TEST VIRAL,TEST VIRAL,CARD RESLOG,Patient Card,DAILY,Test Viral Load,Test Viral Load,Results Log Sheet,District
2107A,DM,VMMC,TEST FBV,NONE,CARD RESLOG,Patient Card,MONTHLY,Number of individuals tested through FBV,Not Transmitted,Results Log Sheet,District
2107A,DM,Resource targeting,TESTKIT,DRUG SUPPLY,REG HTC,Register,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,Resource targeting,TESTKIT,DRUG SUPPLY,REG HTC,Register,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,Resource targeting,TESTKIT,DRUG SUPPLY,REG HTC,Register,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,Resource targeting,TESTKIT,DRUG SUPPLY,REG HTC,Register,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,Resource targeting,TESTKIT,DRUG SUPPLY,REG HTC,Register,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,Resource targeting,TESTKIT,DRUG SUPPLY,REG HTC,Register,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,Resource targeting,TESTKIT,TESTKIT,CARD STOCK,Register,DAILY M,Test Kits Used,Test Kits Used,Stock Card,District
2107A,DM,Resource targeting,DRUG STOCKOUT,DRUG SUPPLY,CARD LABST,Patient Card,DAILY M,Drug Stock Out,Drug Supply,Laboratory Stock Card,District
2107A,DM,Performance management,EQUIPMAINTAIN,EQUIPMAINTAIN,LOG EQUIP,,DAILY,Equipment Maintenance,Equipment Maintenance,Equipment Log,District
2107A,DM,Performance management,EQUIPMAINTAIN,EQUIPMAINTAIN,LOG EQUIP,,DAILY,Equipment Maintenance,Equipment Maintenance,Equipment Log,District
2107A,DM,Performance management,STAFFCOMP,MI,COMPASS,,MI,Staff Competency,Missing Information,Competency Assessment,District
2107A,DM,Performance management,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Supply,Drug Supply,Stock Card,District
2107A,DM,Program Efficiency,TEST,REFER,CARD STOCK,Register,DAILY,Number of individuals tested,Referral,Stock Card,District
2107A,DM,Program Efficiency,CARD STOCK,REFER,CARD STOCK,Register,DAILY,Stock Card,Referral,Stock Card,District
2107A,DM,N/A,TEST VIRAL,MI,REG ART,Register,MONTHLY,Test Viral Load,Missing Information,Anti-Retroviral Treatment Register,District
