ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,FOLLOWUP,RPT,Report,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,PMTCT,RETENT,TREATINIT MOTBAB,RPT,Report,MONTHLY,Retention,Mother Baby Pair Treatment Initiation,Report,District
2405A,DM,PMTCT,RETENT,TREATINIT MOTBAB,RPT,Report,MONTHLY,Retention,Mother Baby Pair Treatment Initiation,Report,District
2405A,DM,Resource targeting,DRUG SUPPLY,DRUG SUPPLY,OFF HIVUNIT,Program Office or Location,QUARTERLY,Drug Supply,Drug Supply,HIV/AIDS Unit,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,QUARTERLY,Defaulters,Supervision,Report,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,QUARTERLY,Defaulters,Supervision,Report,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,SUPVISIT,Defaulters,Supervision,Report,District
2405A,DM,Performance management,DEFAULT,SUPERVISION,RPT,Report,SUPVISIT,Defaulters,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,QUARTERLY,Reporting Rate,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,QUARTERLY,Reporting Rate,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,SUPVISIT,Reporting Rate,Supervision,Report,District
2405A,DM,Performance management,RPTRATE,SUPERVISION,RPT,Report,SUPVISIT,Reporting Rate,Supervision,Report,District
2405A,DM,Program Efficiency,DRUG STOCKOUT,STAKEENGAGE,OFF PHARM,Program Office or Location,ASNEED,Drug Stock Out,Stakeholder Engagement,Pharmacy,District
2405A,DM,Program Efficiency,FACPERFORM,STAKEENGAGE,OFF PHARM,Program Office or Location,ASNEED,Facility Performance,Stakeholder Engagement,Pharmacy,District
2405A,DM,Program Efficiency,FACPERFORM,STAKEENGAGE,OFF PHARM,Program Office or Location,ASNEED,Facility Performance,Stakeholder Engagement,Pharmacy,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,PER SUPPLY,Person,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,PER SUPPLY,Person,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,PER SUPPLY,Person,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,CARD STOCK,Register,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,CARD STOCK,Register,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,REFER,CARD STOCK,Register,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,CONSIGN,REFER,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,REFER,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,REFER,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,REFER,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,Drugs,CONSIGN,REFER,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,Drugs,CONSIGN,REFER,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,Drugs,CONSIGN,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,PER SUPPLY,Person,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,REFER,CARD STOCK,Register,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,Person,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,HTC,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,ASNEED,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,PER SUPPLY,Person,ASNEED,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,ASNEED,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,Resource targeting,DRUG CONSUMP,TESTKIT,CARD STOCK,Register,ASNEED,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,MONTHLY,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,Person,MONTHLY,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,Program Efficiency,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,Register,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2407A,DM,Drugs,TREAT,NONE,OFF LAB,Program Office or Location,MONTHLY,Patients Treated,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TREAT,NONE,OFF LAB,Program Office or Location,MONTHLY,Patients Treated,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST LIVER,NONE,OFF LAB,Program Office or Location,MONTHLY,Test Liver Function,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST LIVER,NONE,OFF LAB,Program Office or Location,MONTHLY,Test Liver Function,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST CD4COUNT,NONE,OFF LAB,Program Office or Location,MONTHLY,Test CD4 Count,Not Transmitted,Laboratory,District
2407A,DM,Drugs,TEST CD4COUNT,NONE,OFF LAB,Program Office or Location,MONTHLY,Test CD4 Count,Not Transmitted,Laboratory,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,REG,Register,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,REG,Register,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,REG,Register,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,FORM,Report,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,FORM,Report,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVPOS,BLOODDONOR,FORM,Report,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,REG,Register,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,REG,Register,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,REG,Register,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,FORM,Report,DAILY M,Test HIV Negative,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,FORM,Report,DAILY M,Test HIV Negative,Blood Donor,Form,District
2407A,DM,HTC,TEST HIVNEG,BLOODDONOR,FORM,Report,DAILY M,Test HIV Negative,Blood Donor,Form,District
2407A,DM,HTC,TEST ONE,MI,CHECKLIST,Other,QUARTERLY,Test 1,Missing Information,Checklist,District
2407A,DM,HTC,TEST ONE,MI,CHECKLIST,Other,QUARTERLY,Test 1,Missing Information,Checklist,District
2407A,DM,HTC,TEST TWO,MI,CHECKLIST,Other,QUARTERLY,Test 2,Missing Information,Checklist,District
2407A,DM,HTC,TEST TWO,MI,CHECKLIST,Other,QUARTERLY,Test 2,Missing Information,Checklist,District
2407A,DM,Linkage,CD4COUNT,REFER,MI,NA,DAILY,CD4 Count,Referral,Missing Information,District
2407A,DM,Linkage,CD4COUNT,REFER,MI,NA,DAILY,CD4 Count,Referral,Missing Information,District
2407A,DM,Linkage,CD4COUNT,BLOODDONOR,MI,NA,DAILY,CD4 Count,Blood Donor,Missing Information,District
2407A,DM,Linkage,CD4COUNT,BLOODDONOR,MI,NA,DAILY,CD4 Count,Blood Donor,Missing Information,District
2407A,DM,Retention,TEST CD4COUNT,FOLLOWUP,REG,Register,DAILY,Test CD4 Count,Default Followup,Register,District
2407A,DM,PMTCT,NAME,EID,REG,Register,DAILY,Name,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,NAME,EID,REG,Register,DAILY,Name,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,NAME,EID,REG,Register,DAILY,Name,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,REGNUM,EID,REG,Register,DAILY,Registration Number,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,REGNUM,EID,REG,Register,DAILY,Registration Number,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,REGNUM,EID,REG,Register,DAILY,Registration Number,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,TEST,EID,REG,Register,DAILY,Number of individuals tested,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,TEST,EID,REG,Register,DAILY,Number of individuals tested,Early Infant Diagnosis,Register,District
2407A,DM,PMTCT,TEST,EID,REG,Register,DAILY,Number of individuals tested,Early Infant Diagnosis,Register,District
2407A,DM,Resource targeting,DRUG SUPPLY,DRUG SUPPLY,SUPPLYLIST,Other,QUARTERLY,Drug Supply,Drug Supply,Supply List,District
2407A,DM,Performance management,HIVEXPO,BLOODDONOR,GUIDELINE BLOOD,Guideline,MI,Exposed to HIV,Blood Donor,Blood Donation Guideline,District
2407A,DM,Performance management,HIVEXPO,BLOODDONOR,GUIDELINE BLOOD,Guideline,MI,Exposed to HIV,Blood Donor,Blood Donation Guideline,District
2407A,DM,Performance management,PROGPERFORM,PROGPERFORM,GUIDELINE,Guideline,MI,Program Performance,Program Performance,"National, Regional, or International Guideline",District
2407A,DM,Program Efficiency,TEST,BLOODDONOR,RPT,Report,MONTHLY,Number of individuals tested,Blood Donor,Report,District
2407A,DM,Program Efficiency,TEST,BLOODDONOR,RPT,Report,MONTHLY,Number of individuals tested,Blood Donor,Report,District
2407A,DM,Program Efficiency,TEST,BLOODDONOR,RPT,Report,MONTHLY,Number of individuals tested,Blood Donor,Report,District
2408A,DM,Drugs,NA,NO AUTH,NA,NA,NA,Not Available,No Authority,Not Available,District
2408A,DM,HTC,NA,NO AUTH,NA,NA,NA,Not Available,No Authority,Not Available,District
2408A,DM,Resource targeting,HIV STAFF,PRIORITIZE RESOURCE,ENVIRO,Person,BIANNUAL AN,Staff HIV Results,Resource Prioritization,Environmental Health,District
2408A,DM,Resource targeting,HIV STAFF,PRIORITIZE RESOURCE,ENVIRO,Person,BIANNUAL AN,Staff HIV Results,Resource Prioritization,Environmental Health,District
2408A,DM,Program Efficiency,COST,COST,PER DHMT,Person,QUARTERLY,Cost And Price,Cost And Price,District Health Management Team,District
2408A,DM,Program Efficiency,COST,COST,PER SECHEAD,Person,QUARTERLY,Cost And Price,Cost And Price,Section Head,District
3112A,DM,Drugs,TEST HIVPOS,TREATINIT,MI,NA,MI,Test HIV Positive,Treatment Initiation,Missing Information,Facility
3112A,DM,Drugs,TEST CD4COUNT,TREATINIT,MI,NA,MI,Test CD4 Count,Treatment Initiation,Missing Information,Facility
3112A,DM,HTC,TEST HIVPOS,SENS HIV,REG HTC,Register,MONTHLY,Test HIV Positive,Sensitization on HIV,HIV Testing and Counseling Register,Facility
3112A,DM,Linkage,WHOSTAGE,TREATINIT,REG CPT,Register,MONTHLY,WHO Staging,Treatment Initiation,Co-Trimoxazole Preventive Therapy Register,Facility
3112A,DM,Linkage,WHOSTAGE,TREATINIT,REG ART,Register,MONTHLY,WHO Staging,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
3112A,DM,Linkage,WHOSTAGE,TREATINIT,GUIDELINE MWART,Guideline,MONTHLY,WHO Staging,Treatment Initiation,Midwives ART Guideline,Facility
3112A,DM,Linkage,HIVPOS,TREATINIT,REG CPT,Register,MONTHLY,Number of HIV positive individuals,Treatment Initiation,Co-Trimoxazole Preventive Therapy Register,Facility
3112A,DM,Linkage,HIVPOS,TREATINIT,REG ART,Register,MONTHLY,Number of HIV positive individuals,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
3112A,DM,Linkage,HIVPOS,TREATINIT,GUIDELINE MWART,Guideline,MONTHLY,Number of HIV positive individuals,Treatment Initiation,Midwives ART Guideline,Facility
3112A,DM,Linkage,CD4COUNT,TREATINIT,REG CPT,Register,MONTHLY,CD4 Count,Treatment Initiation,Co-Trimoxazole Preventive Therapy Register,Facility
3112A,DM,Linkage,CD4COUNT,TREATINIT,REG ART,Register,MONTHLY,CD4 Count,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
3112A,DM,Linkage,CD4COUNT,TREATINIT,GUIDELINE MWART,Guideline,MONTHLY,CD4 Count,Treatment Initiation,Midwives ART Guideline,Facility
3112A,DM,Retention,DEFAULT,FOLLOWUP,REG APP,Register,MONTHLY,Defaulters,Default Followup,Appointment Register,Facility
3112A,DM,Retention,DEFAULT,PRIVACY,REG APP,Register,MONTHLY,Defaulters,Create Privacy In Facility,Appointment Register,Facility
3112A,DM,VMMC,FORM VMMCCLI,MI,FAC HOSPITAL,Program Office or Location,MONTHLY,VMMC Client Form,Missing Information,Hospital,Facility
3112A,DM,VMMC,VMMC CIRCUMCISED,SENS VMMC,FILE CLIENT,,DAILY,VMMC Circumcised,Senitized on VMMC,Client File,Facility
3112A,DM,PMTCT,HIVPOS MOTHER,TREATINIT,REG HTC,Register,DAILY,Number of HIV positive mothers,Treatment Initiation,HIV Testing and Counseling Register,Facility
3112A,DM,PMTCT,HIVPOS MOTHER,TREATINIT,CARD HP,Patient Card,DAILY,Number of HIV positive mothers,Treatment Initiation,Health Passport,Facility
3112A,DM,PMTCT,HIVNEG MOTHER,TREATINIT,REG HTC,Register,DAILY,Number of HIV negative mothers,Treatment Initiation,HIV Testing and Counseling Register,Facility
3112A,DM,PMTCT,HIVNEG MOTHER,TREATINIT,CARD HP,Patient Card,DAILY,Number of HIV negative mothers,Treatment Initiation,Health Passport,Facility
3112A,DM,PMTCT,MI,TEST,CARD HP,Patient Card,DAILY,Missing Information,Number of individuals tested,Health Passport,Facility
3112A,DM,Performance management,RETENT,DRUG SUPPLY,REG APP,Register,QUARTERLY,Retention,Drug Supply,Appointment Register,Facility
3112A,DM,Performance management,RETENT,DRUG SUPPLY,REG DEFAULTTRAC,Register,QUARTERLY,Retention,Drug Supply,Please see Defaulter Register,Facility
3112A,DM,Performance management,RETENT,DRUG SUPPLY,FLOW TRACE,,QUARTERLY,Retention,Drug Supply,Tracing Flow Chart,Facility
3112A,DM,Performance management,FOLLOWUP,DRUG SUPPLY,REG APP,Register,QUARTERLY,Default Followup,Drug Supply,Appointment Register,Facility
3112A,DM,Performance management,FOLLOWUP,DRUG SUPPLY,REG DEFAULTTRAC,Register,QUARTERLY,Default Followup,Drug Supply,Please see Defaulter Register,Facility
3112A,DM,Performance management,FOLLOWUP,DRUG SUPPLY,FLOW TRACE,,QUARTERLY,Default Followup,Drug Supply,Tracing Flow Chart,Facility
3112A,DM,Performance management,DRUG SUPPLY,DRUG SUPPLY,REG APP,Register,QUARTERLY,Drug Supply,Drug Supply,Appointment Register,Facility
3112A,DM,Performance management,DRUG SUPPLY,DRUG SUPPLY,REG DEFAULTTRAC,Register,QUARTERLY,Drug Supply,Drug Supply,Please see Defaulter Register,Facility
3112A,DM,Performance management,DRUG SUPPLY,DRUG SUPPLY,FLOW TRACE,,QUARTERLY,Drug Supply,Drug Supply,Tracing Flow Chart,Facility
3112A,DM,Program Efficiency,DEMAND ART,STAFFING,REG ART,Register,MONTHLY,The demand for ART services,Staffing/Workload,Anti-Retroviral Treatment Register,Facility
3112A,DM,Program Efficiency,DEMAND ART,INCREASE ART,REG ART,Register,MONTHLY,The demand for ART services,Increase ART,Anti-Retroviral Treatment Register,Facility
3122A,DM,HTC,VCT WOMEN,MALE,REG ANC,Register,MONTHLY,Women Attending VCT,Male Involvement,Antenatal Care Register,Facility
3122A,DM,HTC,VCT WOMEN,MALE,PER CLERK DATA,Person,MONTHLY,Women Attending VCT,Male Involvement,Data Clerk,Facility
3122A,DM,HTC,VCT WOMEN,MALE,REG HTC,Register,MONTHLY,Women Attending VCT,Male Involvement,HIV Testing and Counseling Register,Facility
3122A,DM,HTC,VCT HUSBAND,MALE,REG ANC,Register,MONTHLY,Husbands of Pregnant Women Attending VCT,Male Involvement,Antenatal Care Register,Facility
3122A,DM,HTC,VCT HUSBAND,MALE,PER CLERK DATA,Person,MONTHLY,Husbands of Pregnant Women Attending VCT,Male Involvement,Data Clerk,Facility
3122A,DM,HTC,VCT HUSBAND,MALE,REG HTC,Register,MONTHLY,Husbands of Pregnant Women Attending VCT,Male Involvement,HIV Testing and Counseling Register,Facility
3122A,DM,HTC,TEST HIV,INTEGRATE,REG HTC,Register,MONTHLY,Test HIV,Integrate Services,HIV Testing and Counseling Register,Facility
3122A,DM,Linkage,TEST HIVPOS,REFER,REG HTC,Register,WEEKLY,Test HIV Positive,Referral,HIV Testing and Counseling Register,Facility
3122A,DM,Linkage,TEST HIVNEG,REFER,REG HTC,Register,WEEKLY,Test HIV Negative,Referral,HIV Testing and Counseling Register,Facility
3122A,DM,Linkage,TEST CD4COUNT,CD4COUNT,REG HCC,Register,WEEKLY,Test CD4 Count,CD4 Count,Health Center Committee Register,Facility
3122A,DM,Retention,DEFAULT ART,FOLLOWUP,CARD MAS,Patient Card,ASNEED,Number of patients on ART that default,Default Followup,Master Card,Facility
3122A,DM,Retention,DEFAULT ART,FOLLOWUP,REG ART,Register,ASNEED,Number of patients on ART that default,Default Followup,Anti-Retroviral Treatment Register,Facility
3122A,DM,PMTCT,DEFAULT EXPOSECHILD,FOLLOWUP,CARD MAS,Patient Card,ASNEED,Number of exposed children that default,Default Followup,Master Card,Facility
3122A,DM,PMTCT,DEFAULT EXPOSECHILD,FOLLOWUP,REG ART,Register,ASNEED,Number of exposed children that default,Default Followup,Anti-Retroviral Treatment Register,Facility
3122A,DM,Program Efficiency,STAFF,STAFFING,OFF DHO,Program Office or Location,MI,Staff Per Facility,Staffing/Workload,District Health Office,Facility
3132A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,REG ART,Register,WEEKLY,Drug Supply,Drug Supply,Anti-Retroviral Treatment Register,Facility
3132A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,REG REAL,Register,WEEKLY,Drug Supply,Drug Supply,REAL Register,Facility
3132A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,WEEKLY,Drug Supply,Drug Supply,Stock Card,Facility
3132A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,FAC,Program Office or Location,WEEKLY,Drug Supply,Drug Supply,Facility,Facility
3132A,DM,Drugs,DRUG CODE,DRUG SUPPLY,REG ART,Register,WEEKLY,Drug Code,Drug Supply,Anti-Retroviral Treatment Register,Facility
3132A,DM,Drugs,DRUG CODE,DRUG SUPPLY,CARD STOCK,Register,WEEKLY,Drug Code,Drug Supply,Stock Card,Facility
3132A,DM,Drugs,DRUG CODE,DRUG SUPPLY,FAC,Program Office or Location,WEEKLY,Drug Code,Drug Supply,Facility,Facility
3132A,DM,Drugs,DRUG CODE,DRUG SUPPLY,OFF HIVDEP,Program Office or Location,WEEKLY,Drug Code,Drug Supply,HIV Department,Facility
3132A,DM,Drugs,DRUG CODE,DRUG SUPPLY,REG REAL,Register,WEEKLY,Drug Code,Drug Supply,REAL Register,Facility
3132A,DM,Drugs,TREAT ART,DRUG SUPPLY,REG ART,Register,WEEKLY,Treatment ART,Drug Supply,Anti-Retroviral Treatment Register,Facility
3132A,DM,Drugs,TREAT ART,DRUG SUPPLY,CARD STOCK,Register,WEEKLY,Treatment ART,Drug Supply,Stock Card,Facility
3132A,DM,Drugs,TREAT ART,DRUG SUPPLY,FAC,Program Office or Location,WEEKLY,Treatment ART,Drug Supply,Facility,Facility
3132A,DM,Drugs,TREAT ART,DRUG SUPPLY,OFF HIVDEP,Program Office or Location,WEEKLY,Treatment ART,Drug Supply,HIV Department,Facility
3132A,DM,Drugs,TREAT ART,DRUG SUPPLY,REG REAL,Register,WEEKLY,Treatment ART,Drug Supply,REAL Register,Facility
