Element Code,System,Table,Element,System Type,Level,HIV,Program Area,Goals,Overlap HIV,Goal1,Goal2,Goal3
266A,DHA-MIS,DHA,ART - Registration continuous,Electronic,Central,Y,ART,48,N,Retention,Performance management ,-
267A,DHA-MIS,DHA,ART - RegNo's correct for transfers in,Electronic,Central,Y,ART,48,N,Retention,Performance management ,-
268A,DHA-MIS,DHA,ART - TB recorded,Electronic,Central,Y,ART,48,N,Retention,Performance management ,-
269A,DHA-MIS,DHA,ART - Visit columns complete,Electronic,Central,Y,ART,48,N,Retention,Performance management ,-
270A,DHA-MIS,DHA,ART (by time of initiation),Electronic,Central,Y,ART,4,Q,Retention,-,-
271A,DHA-MIS,DHA,ART (for assessment),Electronic,Central,Y,ART,4,Q,Retention,-,-
272A,DHA-MIS,DHA,ART 0-3 weeks,Electronic,Central,Y,ART,4,Q,Retention,-,-
273A,DHA-MIS,DHA,ART 4+ weeks,Electronic,Central,Y,ART,4,Q,Retention,-,-
274A,DHA-MIS,DHA,ART clinic days per week,Electronic,Central,Y,ART,48,Q,Retention,Performance management ,-
275A,DHA-MIS,DHA,ART clinic logistics,Electronic,Central,Y,ART,48,Q,Retention,Performance management ,-
276A,DHA-MIS,DHA,ART clinic registrations,Electronic,Central,Y,ART,4,Q,Retention,-,-
277A,DHA-MIS,DHA,ART cohort analysis,Electronic,Central,Y,ART,4,Q,Retention,-,-
278A,DHA-MIS,DHA,ART cohort registration group outcomes,Electronic,Central,Y,ART,4,Q,Retention,-,-
279A,DHA-MIS,DHA,ART eligibility determined,Electronic,Central,Y,ART,4,Q,Retention,-,-
280A,DHA-MIS,DHA,ART follow-up days,Electronic,Central,Y,ART,4,Q,Retention,-,-
281A,DHA-MIS,DHA,ART init and contin direct at ANC/MCH,Electronic,Central,Y,ART,4,Q,Retention,-,-
282A,DHA-MIS,DHA,ART initiation days,Electronic,Central,Y,ART,4,Q,Retention,-,-
283A,DHA-MIS,DHA,ART initiations after recent TB (ART prog),Electronic,Central,Y,ART,4,Q,Retention,-,-
284A,DHA-MIS,DHA,ART initiations with current TB (ART prog),Electronic,Central,Y,ART,4,Q,Retention,-,-
285A,DHA-MIS,DHA,ART outcomes cumulative,Electronic,Central,Y,ART,4,Q,Retention,-,-
286A,DHA-MIS,DHA,ART pat. card adult (yellow),Electronic,Central,Y,Q,4,Q,Retention,-,-
287A,DHA-MIS,DHA,ART pat. card paed. (blue),Electronic,Central,Y,Q,4,Q,Retention,-,-
288A,DHA-MIS,DHA,ART patients in transit between sites,Electronic,Central,Y,ART,4,Q,Retention,-,-
289A,DHA-MIS,DHA,ART patients walking,Electronic,Central,Y,ART,4,Q,Retention,-,-
290A,DHA-MIS,DHA,ART patients working,Electronic,Central,Y,ART,4,Q,Retention,-,-
291A,DHA-MIS,DHA,ART program,Electronic,Central,Y,ART,4,Q,Retention,-,-
292A,DHA-MIS,DHA,ART register,Electronic,Central,Y,ART,4,Q,Retention,-,-
293A,DHA-MIS,DHA,ART registration data cumulative,Electronic,Central,Y,ART,4,Q,Retention,-,-
294A,DHA-MIS,DHA,ART registration data quarter,Electronic,Central,Y,ART,4,Q,Retention,-,-
295A,DHA-MIS,DHA,ART re-initiations,Electronic,Central,Y,ART,4,Q,Retention,-,-
296A,DHA-MIS,DHA,ART side effects,Electronic,Central,Y,ART,4,Q,Retention,-,-
297A,DHA-MIS,DHA,ART survival 12 months (children),Electronic,Central,Y,ART,4,N,Retention,-,-
298A,DHA-MIS,DHA,ART survival 24 months (all ages),Electronic,Central,Y,ART,4,N,Retention,-,-
299A,DHA-MIS,DHA,ART survival 36 months (all ages),Electronic,Central,Y,ART,4,N,Retention,-,-
300A,DHA-MIS,DHA,ART survival 36 months (Option B+),Electronic,Central,Y,ART,4,N,Retention,-,-
301A,DHA-MIS,DHA,ART survival 48 months (all ages),Electronic,Central,Y,ART,4,N,Retention,-,-
302A,DHA-MIS,DHA,ART survival 48 months (Option B+),Electronic,Central,Y,ART,4,N,Retention,-,-
303A,DHA-MIS,DHA,ART survival 60 months (all ages),Electronic,Central,Y,ART,4,N,Retention,-,-
304A,DHA-MIS,DHA,ART survival 72 months (all ages),Electronic,Central,Y,ART,4,N,Retention,-,-
305A,DHA-MIS,DHA,ART survival 84 months (all ages),Electronic,Central,Y,ART,4,N,Retention,-,-
306A,DHA-MIS,DHA,ART survival 96 months (all ages),Electronic,Central,Y,ART,4,N,Retention,-,-
307A,DHA-MIS,DHA,ART survival analysis,Electronic,Central,Y,ART,4,N,Retention,-,-
308A,DHA-MIS,DHA,ART survival analysis (data export),Electronic,Central,Y,ART,4,N,Retention,-,-
309A,DHA-MIS,DHA,ART transfers in,Electronic,Central,Y,ART,4,Y,Retention,-,-
310A,DHA-MIS,DHA,Artesunate,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
311A,DHA-MIS,DHA,Artesunate / amodiaquine,Electronic,Central,Y,ART,14,Y,Drugs,Retention,-
312A,DHA-MIS,DHA,ARTOutcAdh,Electronic,Central,Y,ART,4,Y,Retention,-,-
313A,DHA-MIS,DHA,ARTOutcSE,Electronic,Central,Y,ART,4,Q,Retention,-,-
314A,DHA-MIS,DHA,ARV drug register complete,Electronic,Central,Y,ART,148,N,Drugs,Retention,Performance management 
315A,DHA-MIS,DHA,ARV during labour,Electronic,Central,Y,ART,46,Y,Retention,PMTCT,-
316A,DHA-MIS,DHA,ARV during pregnancy,Electronic,Central,Y,ART,46,Y,Retention,PMTCT,-
317A,DHA-MIS,DHA,ARVs,Electronic,Central,Y,ART,4,Q,Retention,-,-
318A,DHA-MIS,DHA,Asphyxia,Electronic,Central,Y,ART,4,Q,Retention,-,-
319A,DHA-MIS,DHA,ATV / r,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
320A,DHA-MIS,DHA,AVD,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
321A,DHA-MIS,DHA,Azithromycin,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
322A,DHA-MIS,DHA,AZT,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
323A,DHA-MIS,DHA,AZT / 3TC,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
324A,DHA-MIS,DHA,AZT / 3TC / NVP,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
325A,DHA-MIS,DHA,AZT 0-3 weeks,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
326A,DHA-MIS,DHA,AZT 4+ weeks,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
327A,DHA-MIS,DHA,BA,Electronic,Central,Y,Q,4,Q,Retention,-,-
328A,DHA-MIS,DHA,Bad stock management at site,Electronic,Central,Y,ART,148,Y,Drugs,Retention,Performance management 
329A,DHA-MIS,DHA,Balaka,Electronic,Central,N,SYSATTR,NA,Y,-,-,-
330A,DHA-MIS,DHA,Baylor,Electronic,Central,N,SYSATTR,NA,Y,-,-,-
331A,DHA-MIS,DHA,Before 5days,Electronic,Central,Y,Q,14,-,Drugs,Retention,-
332A,DHA-MIS,DHA,Below 24hrs,Electronic,Central,Y,Q,14,-,Drugs,Retention,-
333A,DHA-MIS,DHA,Benzathine Penicillin,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
334A,DHA-MIS,DHA,BF not started within 60min,Electronic,Central,Y,Q,4,Q,Retention,-,-
335A,DHA-MIS,DHA,BF started within 60min,Electronic,Central,Y,Q,4,Q,Retention,-,-
336A,DHA-MIS,DHA,Blantyre,Electronic,Central,N,SYSATTR,NA,Y,-,-,-
337A,DHA-MIS,DHA,BldHepB,Electronic,Central,Y,ART,4,Q,Retention,-,-
338A,DHA-MIS,DHA,BldHepC,Electronic,Central,Y,ART,4,Q,Retention,-,-
339A,DHA-MIS,DHA,BldHIV,Electronic,Central,Y,ART,4,Q,Retention,-,-
340A,DHA-MIS,DHA,BldMal,Electronic,Central,Y,ART,4,Q,Retention,-,-
341A,DHA-MIS,DHA,BldSumOutc,Electronic,Central,Y,ART,4,Q,Retention,-,-
342A,DHA-MIS,DHA,BldSyp,Electronic,Central,Y,ART,4,Q,Retention,-,-
343A,DHA-MIS,DHA,BldXmatch,Electronic,Central,Y,ART,4,Q,Retention,-,-
344A,DHA-MIS,DHA,Bleomycine,Electronic,Central,Y,ART,4,Q,Retention,-,-
345A,DHA-MIS,DHA,blist packs,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
346A,DHA-MIS,DHA,Blood Collection,-,-,-,-,-,-,-,-,-
347A,DHA-MIS,DHA,Blood donor register,Electronic,Central,Y,BS,4,Q,Retention,-,-
348A,DHA-MIS,DHA,Blood group typing (for units and patients),Electronic,Central,Y,BS,4,Q,Retention,-,-
349A,DHA-MIS,DHA,Blood lancet,Electronic,Central,Y,BS,4,Q,Retention,-,-
350A,DHA-MIS,DHA,Blood safety,Electronic,Central,Y,BS,4,Q,Retention,-,-
351A,DHA-MIS,DHA,Blood safety - 1st month,Electronic,Central,Y,BS,4,Q,Retention,-,-
352A,DHA-MIS,DHA,Blood safety - 2nd month,Electronic,Central,Y,BS,4,Q,Retention,-,-
353A,DHA-MIS,DHA,Blood safety - 3rd month,Electronic,Central,Y,BS,4,Q,Retention,-,-
354A,DHA-MIS,DHA,Blood safety report,Electronic,Central,Y,BS,4,Q,Retention,-,-
355A,DHA-MIS,DHA,Blood safety report check sums,Electronic,Central,Y,BS,4,Q,Retention,-,-
356A,DHA-MIS,DHA,Blood safety report version 1,Electronic,Central,Y,BS,4,Q,Retention,-,-
357A,DHA-MIS,DHA,Blood Transfusion,Electronic,Central,Y,BS,4,Q,Retention,-,-
358A,DHA-MIS,DHA,Blood units cross-matched (by source),Electronic,Central,Y,BS,4,Q,Retention,-,-
359A,DHA-MIS,DHA,Blood units cross-matched by patient group,Electronic,Central,Y,BS,4,Q,Retention,-,-
360A,DHA-MIS,DHA,books,Electronic,Central,Y,OTHER,7,Q,Resource targeting ,-,-
361A,DHA-MIS,DHA,bottles,Electronic,Central,Y,OTHER,7,Q,Resource targeting ,-,-
362A,DHA-MIS,DHA,boxes,Electronic,Central,Y,OTHER,7,Q,Resource targeting ,-,-
363A,DHA-MIS,DHA,Breastfeeding initiated,Electronic,Central,Y,PMTCT,6,Y,PMTCT,-,-
364A,DHA-MIS,DHA,Breech,Electronic,Central,Y,Q,4,Q,Retention,-,-
365A,DHA-MIS,DHA,BU,Electronic,Central,Y,Q,4,Q,Retention,-,-
366A,DHA-MIS,DHA,bundles,Electronic,Central,Y,Q,4,Q,Retention,-,-
367A,DHA-MIS,DHA,Business,-,-,-,-,-,-,-,-,-
368A,DHA-MIS,DHA,Caesarean section,Electronic,Central,Y,PMTCT,6,Y,PMTCT,-,-
369A,DHA-MIS,DHA,Calculated data elements,-,-,-,-,-,-,-,-,-
370A,DHA-MIS,DHA,Calculated indicators,-,-,-,-,-,-,-,-,-
371A,DHA-MIS,DHA,Capillary tubes,Electronic,Central,Y,Q,4,Q,Retention,-,-
372A,DHA-MIS,DHA,"Category A: MO, CO, nurse/midwife, MA",Electronic,Central,Y,OTHER,7,-,Resource targeting ,-,-
373A,DHA-MIS,DHA,"Category B: PA, WA, HSA",Electronic,Central,Y,OTHER,7,-,Resource targeting ,-,-
374A,DHA-MIS,DHA,Category C: Other,Electronic,Central,Y,ART,7,-,Resource targeting ,-,-
375A,DHA-MIS,DHA,CD4 below threshold,Electronic,Central,Y,ART,4,Y,Retention,-,-
376A,DHA-MIS,DHA,CD4 counting,Electronic,Central,Y,ART,4,Q,Retention,-,-
377A,DHA-MIS,DHA,CD4 unknown or >threshold,Electronic,Central,Y,ART,4,Y,Retention,-,-
378A,DHA-MIS,DHA,Ceftriaxone,Electronic,Central,Y,DRUG,1,Y,Drugs,-,-
379A,DHA-MIS,DHA,Central East Zone,Electronic,Central,N,SYSATTR,NA,Y,-,-,-
380A,DHA-MIS,DHA,-,-,-,-,-,-,-,-,-,-
381A,DHA-MIS,DHA,-,-,-,-,-,-,-,-,-,-
382A,DHA-MIS,DHA,-,-,-,-,-,-,-,-,-,-
383A,DHA-MIS,DHA,-,-,-,-,-,-,-,-,-,-
384A,DHA-MIS,DHA,Chase buffer,Electronic,Central,Y,Q,Q,Q,-,-,-
385A,DHA-MIS,DHA,CHECK: Total babies,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
386A,DHA-MIS,DHA,CHECK: Total clients age group,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
387A,DHA-MIS,DHA,CHECK: Total HIV +,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
388A,DHA-MIS,DHA,CHECK: Total HIV ascertainment,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
389A,DHA-MIS,DHA,CHECK: Total potential donors (sum HepB testing),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
390A,DHA-MIS,DHA,CHECK: Total potential donors (sum HepC testing),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
391A,DHA-MIS,DHA,CHECK: Total potential donors (sum HIV testing),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
392A,DHA-MIS,DHA,CHECK: Total potential donors (sum malaria tests),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
393A,DHA-MIS,DHA,CHECK: Total potential donors (sum outcomes),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
394A,DHA-MIS,DHA,CHECK: Total potential donors (sum Syp testing),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
395A,DHA-MIS,DHA,CHECK: Total pre-op status,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
396A,DHA-MIS,DHA,CHECK: Total STI clients (sum age),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
397A,DHA-MIS,DHA,CHECK: Total STI clients (sum client type),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
398A,DHA-MIS,DHA,CHECK: Total STI clients (sum diagnosis),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
399A,DHA-MIS,DHA,CHECK: Total STI clients (sum ever treated),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
400A,DHA-MIS,DHA,CHECK: Total STI clients (sum HIV status),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
401A,DHA-MIS,DHA,CHECK: Total STI clients (sum sex),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
402A,DHA-MIS,DHA,CHECK: Total tested (access type sum),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
403A,DHA-MIS,DHA,CHECK: Total tested (age sum),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
404A,DHA-MIS,DHA,CHECK: Total tested (last HIV test sum),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
405A,DHA-MIS,DHA,CHECK: Total tested (partner present sum),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
406A,DHA-MIS,DHA,CHECK: Total tested (result sum),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
407A,DHA-MIS,DHA,CHECK: Total tested (sex sum),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
408A,DHA-MIS,DHA,CHECK: Total tested (test sum),Electronic,Central,Y,DQC,8,N,Performance management ,-,-
409A,DHA-MIS,DHA,CHECK: Total VMMC 1st Visits,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
410A,DHA-MIS,DHA,CHECK: Total VMMC 2nd visits,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
411A,DHA-MIS,DHA,CHECK: Total VMMC location,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
412A,DHA-MIS,DHA,CHECK: Total VMMC method,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
413A,DHA-MIS,DHA,CHECK: Total VMMC severe AE,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
414A,DHA-MIS,DHA,CHECK: Total women,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
415A,DHA-MIS,DHA,CHECK: Total women HIV+,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
416A,DHA-MIS,DHA,CHECK: Total women in cohort,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
417A,DHA-MIS,DHA,CHECK: Women delivered here,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
418A,DHA-MIS,DHA,Checked / unchecked data,Electronic,Central,Y,DQC,8,N,Performance management ,-,-
419A,DHA-MIS,DHA,Chief Lab Officer,Electronic,Central,Y,OTHER,-,Y,-,-,-
420A,DHA-MIS,DHA,Chikwawa,Electronic,Central,N,SYSATTR,NA,Y,-,-,-
421A,DHA-MIS,DHA,Children 0-14 yrs,Electronic,Central,Y,ART,4,Q,Retention,-,-
422A,DHA-MIS,DHA,Children 12 mths - 14 yrs (Age group B),Electronic,Central,Y,ART,4,Q,Retention,-,-
423A,DHA-MIS,DHA,Children 2 - below 24 months,Electronic,Central,Y,ART,4,Q,Retention,-,-
424A,DHA-MIS,DHA,Children 2-14 yrs,Electronic,Central,Y,ART,4,Q,Retention,-,-
425A,DHA-MIS,DHA,Children 24 months - 14 years,Electronic,Central,Y,ART,4,Q,Retention,-,-
426A,DHA-MIS,DHA,Children below 12 mths (Age group A),Electronic,Central,Y,ART,4,Q,Retention,-,-
427A,DHA-MIS,DHA,Children below 24 mths,Electronic,Central,Y,ART,4,Q,Retention,-,-
428A,DHA-MIS,DHA,Chiradzulu,Electronic,Central,N,SYSATTR,NA,Y,-,-,-
429A,DHA-MIS,DHA,Chitipa,Electronic,Central,N,SYSATTR,NA,Y,-,-,-
430A,DHA-MIS,DHA,CHN Community Health Nurse,Electronic,Central,Y,OTHER,-,Y,-,-,-
431A,DHA-MIS,DHA,Ciprofloxacin,Electronic,Central,Y,DRUG,14,Y,Drugs,Retention,-
432A,DHA-MIS,DHA,Clerk (ART),Electronic,Central,Y,ART,4,-,Retention,-,-
433A,DHA-MIS,DHA,Clerk (Pharmacy),Electronic,Central,Y,OTHER,-,Y,-,-,-
434A,DHA-MIS,DHA,Client type,Electronic,Central,Y,ART,4,Q,Retention,-,-
435A,DHA-MIS,DHA,Clients at health facility (static),Electronic,Central,Y,ART,48,Y,Retention,Performance management ,-
436A,DHA-MIS,DHA,Clients tested in the community,Electronic,Central,Y,HTC,2,Y,HTC ,-,-
437A,DHA-MIS,DHA,Clinic quality checklist ver13,Electronic,Central,Y,OTHER,8,Q,Performance management ,-,-
438A,DHA-MIS,DHA,Clinic quality checklist ver8.3,Electronic,Central,Y,OTHER,8,Q,Performance management ,-,-
439A,DHA-MIS,DHA,Clinic quality checklist ver8.5,Electronic,Central,Y,OTHER,8,Q,Performance management ,-,-
440A,DHA-MIS,DHA,Clinical staff,Electronic,Central,Y,OTHER,-,Y,-,-,-
441A,DHA-MIS,DHA,Clinician,Electronic,Central,Y,OTHER,-,Y,-,-,-
442A,DHA-MIS,DHA,Clinicians,Electronic,Central,Y,OTHER,-,Y,-,-,-
443A,DHA-MIS,DHA,Clinicians trained in STI,Electronic,Central,Y,QUAL,4,Q,Retention,-,-
444A,DHA-MIS,DHA,Clinicians trained in STI that are practicing,Electronic,Central,Y,QUAL,4,Q,Retention,-,-
445A,DHA-MIS,DHA,Clinicians(MA/CO/MO) at the facilty,Electronic,Central,Y,OTHER,4,Q,Retention,-,-
446A,DHA-MIS,DHA,Clotrimazole,Electronic,Central,Y,DRUG,4,Y,Retention,-,-
447A,DHA-MIS,DHA,CMS priority,Electronic,Central,Y,Q,Q,Q,-,-,-
448A,DHA-MIS,DHA,CMS regular,Electronic,Central,Y,Q,Q,Q,-,-,-
449A,DHA-MIS,DHA,Codeine,Electronic,Central,Y,DRUG,4,Y,Retention,-,-
450A,DHA-MIS,DHA,Competent and professional,Electronic,Central,Y,OTHER,8,N,Performance management ,-,-
451A,DHA-MIS,DHA,Condoms female,Electronic,Central,Y,PREV,-,Y,-,-,-
452A,DHA-MIS,DHA,Condoms male,Electronic,Central,Y,PREV,-,Y,-,-,-
453A,DHA-MIS,DHA,Confirmatory inconclusive,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
454A,DHA-MIS,DHA,Confirmatory positive,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
455A,DHA-MIS,DHA,Confirmatory results (previous positive clients),Electronic,Central,Y,HTC,2,Q,HTC ,-,-
456A,DHA-MIS,DHA,Confirmed HIV infection,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
457A,DHA-MIS,DHA,Confirmed infected patients (pre-ART),Electronic,Central,Y,HTC,2,Q,HTC ,-,-
458A,DHA-MIS,DHA,Confirmed order in pipeline,Electronic,Central,Y,ART,3,Q,Linkage ,-,-
459A,DHA-MIS,DHA,Consent given,Electronic,Central,Y,Q,Q,Q,-,-,-
460A,DHA-MIS,DHA,Contraindication,Electronic,Central,Y,Q,Q,Q,-,-,-
461A,DHA-MIS,DHA,Correct amount of blood,Electronic,Central,Y,QUAL,-,Q,-,-,-
462A,DHA-MIS,DHA,Correct amount of buffer,Electronic,Central,Y,QUAL,1,Y,Drugs,-,-
463A,DHA-MIS,DHA,Correct incubation time Determine HIV,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
464A,DHA-MIS,DHA,Correct incubation time for Uni-Gold HIV,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
465A,DHA-MIS,DHA,Correct knowledge of testing algorithm,Electronic,Central,Y,QUAL,8,N,Performance management ,-,-
466A,DHA-MIS,DHA,Cotrimoxazole,Electronic,Central,Y,DRUG,4,Y,Retention,-,-
467A,DHA-MIS,DHA,Cotton wool available,Electronic,Central,Y,QUAL,8,N,Performance management ,-,-
468A,DHA-MIS,DHA,Counseled alone / Partner not present,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
469A,DHA-MIS,DHA,Counseled with partner / partner present,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
470A,DHA-MIS,DHA,Counseling session type / Partner present,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
471A,DHA-MIS,DHA,"Counselling room clean, tidy",Electronic,Central,Y,QUAL,2,Q,HTC ,-,-
472A,DHA-MIS,DHA,Counsellor meeting conducted last quarter,Electronic,Central,Y,QUAL,3,Q,Linkage ,-,-
473A,DHA-MIS,DHA,CPT register complete,Electronic,Central,Y,Q,Q,Q,-,-,-
474A,DHA-MIS,DHA,Cross-matching report,Electronic,Central,Y,DQA,8,N,Performance management ,-,-
475A,DHA-MIS,DHA,Cryptococcal antigen,Electronic,Central,Y,DRUG,4,Y,Retention,-,-
476A,DHA-MIS,DHA,Cumulative,Electronic,Central,Y,SYSATTR,-,N,-,-,-
477A,DHA-MIS,DHA,Current HIV infection status known,Electronic,Central,Y,HTC,2,Y,HTC ,-,-
478A,DHA-MIS,DHA,Current HIV infection status unknown,Electronic,Central,Y,HTC,2,Y,HTC ,-,-
479A,DHA-MIS,DHA,Currently enough staff to test all ANC women,Electronic,Central,Y,QUAL,6,Y,PMTCT,-,-
480A,DHA-MIS,DHA,d4T / 3TC,Electronic,Central,Y,DRUG,1,Y,Drugs,-,-
481A,DHA-MIS,DHA,d4T / 3TC / NVP,Electronic,Central,Y,DRUG,1,Y,Drugs,-,-
482A,DHA-MIS,DHA,Daily Activity Register available,Electronic,Central,Y,DQA,8,N,Performance management ,-,-
483A,DHA-MIS,DHA,Daily Activity Register correctly filled,Electronic,Central,Y,DQA,8,N,Performance management ,-,-
484A,DHA-MIS,DHA,Data dimensions,Electronic,Central,Y,SYSATTR,-,N,-,-,-
485A,DHA-MIS,DHA,Data elements used in calc rules for distribution,Electronic,Central,Y,SYSATTR,-,N,-,-,-
486A,DHA-MIS,DHA,Data entry error,Electronic,Central,Y,SYSATTR,-,N,-,-,-
487A,DHA-MIS,DHA,Days from group counseling to ART initiation,Electronic,Central,Y,ART,3,Q,Linkage ,-,-
488A,DHA-MIS,DHA,DBS cards for external QC available,Electronic,Central,Y,DQA,8,N,Performance management ,-,-
489A,DHA-MIS,DHA,"DBS kit (filter paper, lancet, etc.)",Electronic,Central,Y,QUAL,Q,Q,-,-,-
490A,DHA-MIS,DHA,ddI,Electronic,Central,Y,DRUG,1,Y,Drugs,-,-
491A,DHA-MIS,DHA,Dedza,Electronic,Central,Y,SYSATTR,-,Y,-,-,-
492A,DHA-MIS,DHA,Defaulted,Electronic,Central,Y,ART,4,Y,Retention,-,-
493A,DHA-MIS,DHA,Delayed scheduled delivery,Electronic,Central,Y,DRUG,1,Y,Drugs,-,-
494A,DHA-MIS,DHA,Delivery mode,Electronic,Central,Y,DRUG,1,Y,Drugs,-,-
495A,DHA-MIS,DHA,Delivery place,Electronic,Central,Y,DRUG,1,Y,Drugs,-,-
496A,DHA-MIS,DHA,Dep Forest,Electronic,Central,Y,Q,Q,Q,-,-,-
497A,DHA-MIS,DHA,Depo-Provera,Electronic,Central,Y,DRUG,6,Y,PMTCT,-,-
498A,DHA-MIS,DHA,Determine HIV physical stock count,Electronic,Central,Y,DQA,1,Y,Drugs,-,-
499A,DHA-MIS,DHA,Determine HIV stock card available,Electronic,Central,Y,DQA,1,Y,Drugs,-,-
500A,DHA-MIS,DHA,Determine HIV stock card last entry date,Electronic,Central,Y,DQA,1,Y,Drugs,-,-
501A,DHA-MIS,DHA,Determine HIV stock card last position,Electronic,Central,Y,DQA,1,Y,Drugs,-,-
502A,DHA-MIS,DHA,Determine HIV1/2,Electronic,Central,Y,HTC,2,Q,HTC ,-,-
503A,DHA-MIS,DHA,Determine syphilis,Electronic,Central,Y,ART,4,Y,Retention,-,-
504A,DHA-MIS,DHA,Deviation from distribution list,Electronic,Central,Y,Q,Q,Q,-,-,-
505A,DHA-MIS,DHA,Device,Electronic,Central,Y,Q,Q,Q,-,-,-
506A,DHA-MIS,DHA,Diagnostics,Electronic,Central,Y,Q,Q,Q,-,-,-
507A,DHA-MIS,DHA,Died,Electronic,Central,Y,Q,Q,Q,-,-,-
508A,DHA-MIS,DHA,Diflucan - CM maintenance cases given Oral susp,Electronic,Central,Y,Q,Q,Q,-,-,-
509A,DHA-MIS,DHA,Diflucan - CM maintenance cases given Tabs,Electronic,Central,Y,Q,Q,Q,-,-,-
510A,DHA-MIS,DHA,Diflucan - CM new cases given Oral susp,Electronic,Central,Y,Q,Q,Q,-,-,-
511A,DHA-MIS,DHA,Diflucan - CM new cases given Tabs,Electronic,Central,Y,Q,Q,Q,-,-,-
512A,DHA-MIS,DHA,Diflucan - Est. # of patients needing Dif. Per qtr,Electronic,Central,Y,Q,Q,Q,-,-,-
513A,DHA-MIS,DHA,Diflucan - OC new cases given Oral susp,Electronic,Central,Y,Q,Q,Q,-,-,-
514A,DHA-MIS,DHA,Diflucan - OC new cases given Tabs,Electronic,Central,Y,Q,Q,Q,-,-,-
515A,DHA-MIS,DHA,Diflucan register filled for each bottle dispensed,Electronic,Central,Y,Q,Q,Q,-,-,-
516A,DHA-MIS,DHA,Dignitas,Electronic,Central,Y,Q,-,Q,-,-,-
517A,DHA-MIS,DHA,Dispensary,Electronic,Central,Y,SYSATTR,-,N,-,-,-
518A,DHA-MIS,DHA,Disposable gloves available,Electronic,Central,Y,QUAL,-,N,-,-,-
519A,DHA-MIS,DHA,Disposal,Electronic,Central,Y,Q,Q,Q,-,-,-
520A,DHA-MIS,DHA,District hospital,Electronic,Central,Y,SYSATTR,-,N,-,-,-
521A,DHA-MIS,DHA,District level aggregate,Electronic,Central,Y,SYSATTR,-,N,-,-,-
522A,DHA-MIS,DHA,District PMTCT/ART Coordinator,Electronic,Central,Y,OTHER,8,Y,Performance management ,-,-
523A,DHA-MIS,DHA,Districts,Electronic,Central,Y,SYSATTR,-,N,-,-,-
524A,DHA-MIS,DHA,DNA-PCR results not (yet) received at facility,Electronic,Central,Y,EID,6,Y,PMTCT,-,-
525A,DHA-MIS,DHA,DNA-PCR results received at facility,Electronic,Central,Y,EID,6,Y,PMTCT,-,-
